# Positive value 1 > 2
0.000000	0.744851
780.145472	0.835185
2151.557422	1.213810
2764.405428	1.525235
3633.132307	1.374502
5040.859187	1.371410
7126.581647	0.301687
8740.969372	0.412558
9553.066393	0.466612
3633.132307	2.307147
11312.236090	0.490680
12080.308886	0.554251
12746.551259	0.567461
14369.793632	0.599218
9553.066393	0.530839
15814.399385	0.687553
18390.981032	0.695557
5167.000000	0.614915
19258.053828	0.741861
20105.538454	0.758470
6393.411950	1.115755
15814.399385	0.780991
20105.538454	0.790466
21482.683926	0.799104
22833.853623	0.778956
24421.999095	0.762995
16954.496406	0.943413
26210.289918	0.816048
27871.549875	0.874847
29472.937599	0.895335
30934.034621	0.857528
24421.999095	0.871987
16954.496406	1.041996
32279.446571	0.887848
33476.834296	0.900227
35774.603104	0.949193
36838.675899	0.942784
27186.016798	1.004539
33854.464274	0.963329
29472.937599	0.992263
38114.942498	0.970004
39602.427124	0.966718
40484.475694	0.943667
42199.645391	0.961831
16961.884011	2.063639
43114.372271	0.981731
30161.034621	1.183631
44347.856897	0.988189
45775.026594	0.985674
21627.829278	1.452657
21482.683926	1.620465
46863.172066	1.021593
26469.525529	1.440070
23345.095876	1.566372
47549.777818	1.027178
27078.937480	1.551817
21482.683926	2.214188
49211.165543	1.065845
49958.407916	1.067990
51498.134796	1.055096
52829.643647	1.073529
53664.055598	1.083962
38114.942498	1.265429
54978.782477	1.109466
55879.291328	1.107005
57103.703279	1.094132
58381.848750	1.087807
34905.997351	1.536888
24513.459376	2.662555
59365.921546	1.133922
60512.333496	1.128516
25750.556397	2.920674
61907.866573	1.139429
62941.254298	1.150031
63551.860051	1.147617
65098.393128	1.147305
30934.034621	2.164803
66175.659726	1.167688
66883.192803	1.155184
68620.161936	1.172003
69258.573886	1.166763
32279.446571	2.371154
39780.451349	1.701204
40937.420482	1.706548
70989.300765	1.183136
40937.420482	1.692067
72505.567364	1.182099
74038.294243	1.178634
75781.021122	1.160940
45775.026594	1.573543
77446.069693	1.170844
31245.107297	3.963078
47549.777818	1.566359
78395.554319	1.180703
79492.724016	1.176210
33215.979648	4.023533
80624.208642	1.197257
29472.937599	8.452167
81365.741719	1.189293
82889.032543	1.172201


# Negative value 1 < 2
