# Positive value 1 > 2
0.000000	0.381068
282.000000	0.863723
1844.387725	2.606024
2560.993478	2.029095
2560.993478	2.694385
4776.550900	3.168976
5773.156652	3.602169
3569.260076	2.754533
6571.423251	3.619353
7710.786750	3.885923
6571.423251	3.562686
8578.295602	3.954217
9769.780228	3.603200
7854.592948	3.925734
11307.167953	3.716814
12948.015959	3.872981
6571.423251	5.674612
8578.295602	4.441776
8707.198701	4.547666
13766.500585	4.223450
14633.912536	3.973356
14633.912536	4.466819
9796.804453	4.858173
15289.276035	4.689040
16385.881788	48.239546
10264.659102	9.609626
24325.602504	3.798813
25200.675300	3.727188
26542.668778	3.775967
28161.395657	3.790731
11005.337530	10.684517
29234.904509	3.764537
11218.143728	19.423116
29234.904509	3.837173
12283.822157	3.545897
31963.237141	3.738421
33043.285712	3.605453
34548.455409	3.501172
13079.549036	3.574246
30224.074206	3.930179
35899.836372	3.844118
36986.805504	3.802084
38931.605179	3.673385
14412.597606	6.817461
40293.847552	3.636711
42209.768354	3.595758
31019.873641	4.586008
43795.156079	3.711657
44913.640705	3.669556
46023.786177	3.609889
40293.847552	4.032915
47645.052775	3.766024
48394.658528	3.744165
50010.143154	3.809065
50900.748907	3.678895
52272.918604	3.647209
53520.403230	3.635665
54940.008983	3.604099
55578.299807	3.739952
25200.675300	9.763864
56259.026686	3.816606
57938.874692	3.806082
59066.286642	3.874225
60050.134648	3.884874
61015.498148	3.834320
62355.861648	3.832438
64094.709654	3.813811
52272.918604	4.026079
50010.143154	4.330612
65475.242730	3.849356
66316.485103	3.805268
67872.775927	3.803025
31963.237141	7.571611
69383.502807	3.826640
33687.479514	7.167734
53716.524357	4.223435
70117.672504	3.839381
71624.036003	3.784315
25941.159926	46.666511
72981.181475	3.722039
74771.472299	3.698321
26696.000000	0.846993
75679.569320	3.686484
75679.569320	3.705898
27598.000000	0.464485
77324.296199	3.732022
35083.988366	9.702799
41586.695558	6.890629
36986.805504	9.185052
37916.096328	8.707384
42209.768354	6.953633
78830.901952	3.806250


# Negative value 1 < 2
17091.390639	1.817493
18336.681463	1.575918
19845.923836	1.338647
21173.093533	1.040627
22622.360131	0.785739
17091.390639	12.723048
19845.923836	5.911118
20523.529589	9.738425
