# Positive value 1 > 2
0.000000	0.667726
293.000000	0.685618
1230.726879	4.597753
1885.332632	5.636114
2608.817258	4.964389
3707.301885	5.021736
4935.149891	4.435116
6239.416489	4.512734
7081.779989	4.063685
10313.555438	3.764149
11375.403444	3.696967
7081.779989	4.688364
12481.815395	3.623186
14341.421147	3.280146
8843.506868	4.927533
15811.590844	7.320351
8543.264615	4.630427
16774.857443	7.133047
12652.694268	3.991204
18519.705449	7.255495
19513.117399	7.081796
20728.844278	6.599316
22367.013975	6.129319
21430.571158	4.220789
23155.861981	4.046465
25761.571397	5.880290
26879.837996	5.934702
8543.264615	16.634606
27870.686002	5.838569
29314.976825	5.608110
30862.243424	5.425383
9343.991494	25.510536
24093.062546	6.743133
32115.316219	5.458564
33066.485917	5.629247
33715.333923	5.482163
11375.403444	15.040872
33715.333923	5.679750
19513.117399	10.093569
35443.794443	3.604017
37399.448766	4.498552
26879.837996	7.154372
38118.691139	4.486365
40254.418139	2.626562
41980.023891	2.755017
30862.243424	6.762125
36722.036816	10.327858
46204.107748	0.052332
42770.629644	10.960809
33715.333923	7.106218
47574.222353	0.879805
50155.634423	0.904299
50762.707218	0.916173
47823.495473	0.240051
51780.780014	1.003465
53069.385767	1.059948
54542.991520	1.110947
55208.282343	1.165080
56288.766970	1.182723
57685.057793	4.162790
48597.592494	0.312581
56288.766970	1.196255
58961.566645	4.181842
59938.639441	4.121505
59938.639441	4.142567
39037.175766	51.044480
35967.036696	4.554445
61060.736462	4.103232
62984.681489	4.195158
63868.190340	4.114046
61268.124067	4.303681
65473.335812	4.110316
66360.432833	4.099529
67195.699431	4.048394
62068.269538	4.367744
68737.208283	4.046331
70068.692909	4.105425
53069.385767	1.175279
70904.177535	4.089493
72385.783288	4.088156
73183.146788	4.049860
74759.437611	4.122678
48935.488951	1.168629
75825.285617	4.154223
77071.794469	4.241461
77690.303320	4.317206
78623.151326	4.293017
46901.713501	13.022670


# Negative value 1 < 2
38118.691139	1.725034
39037.175766	109.983072
42770.629644	10.200931
43662.356524	0.111134
32115.316219	18.804471
44721.962276	0.029855
20728.844278	665.524846
35254.866999	145.305221
44461.678215	7.874995
34743.745873	14.253864
45726.283968	10.256023
46204.107748	99.573722
