# Simbatch result for 1.out
task1	0.000000	0.000000	1288.000000	1288.000000
task2	282.000000	282.000000	1844.000000	1562.000000
task3	580.000000	1844.000000	2560.000000	716.000000
task4	862.000000	2560.000000	3803.000000	1243.000000
task5	1159.000000	2560.000000	3568.000000	1008.000000
task6	1439.000000	4775.000000	5771.000000	996.000000
task7	1739.000000	5771.000000	6569.000000	798.000000
task8	2007.000000	3568.000000	4775.000000	1207.000000
task9	2326.000000	6569.000000	7708.000000	1139.000000
task10	2600.000000	7708.000000	8575.000000	867.000000
task11	2890.000000	6569.000000	7852.000000	1283.000000
task12	3182.000000	8575.000000	9766.000000	1191.000000
task13	3473.000000	9766.000000	11303.000000	1537.000000
task14	3793.000000	7852.000000	8704.000000	852.000000
task15	4089.000000	11303.000000	12943.000000	1640.000000
task16	4397.000000	12943.000000	13761.000000	818.000000
task17	4679.000000	6569.000000	7682.000000	1113.000000
task18	4965.000000	8575.000000	10261.000000	1686.000000
task19	5280.000000	8704.000000	9793.000000	1089.000000
task20	5561.000000	13761.000000	14628.000000	867.000000
task21	5881.000000	14628.000000	16396.000000	1768.000000
task22	6198.000000	17084.000000	18329.000000	1245.000000
task23	6505.000000	14628.000000	15283.000000	655.000000
task24	6821.000000	9793.000000	11001.000000	1208.000000
task25	7135.000000	15283.000000	16379.000000	1096.000000
task26	7411.000000	18329.000000	19838.000000	1509.000000
task27	7691.000000	19838.000000	21165.000000	1327.000000
task28	8023.000000	21165.000000	22614.000000	1449.000000
task29	8343.000000	22614.000000	24317.000000	1703.000000
task30	8671.000000	16379.000000	17084.000000	705.000000
task31	8962.000000	10261.000000	11214.000000	953.000000
task32	9213.000000	24317.000000	25192.000000	875.000000
task33	9520.000000	25192.000000	26147.000000	955.000000
task34	9849.000000	26533.000000	28151.000000	1618.000000
task35	10172.000000	28151.000000	29224.000000	1073.000000
task36	10460.000000	11001.000000	12279.000000	1278.000000
task37	10772.000000	29224.000000	30213.000000	989.000000
task38	11072.000000	11214.000000	12077.000000	863.000000
task39	11369.000000	29224.000000	31008.000000	1784.000000
task40	11680.000000	12279.000000	13074.000000	795.000000
task41	11962.000000	31951.000000	33031.000000	1080.000000
task42	12263.000000	33031.000000	34536.000000	1505.000000
task43	12567.000000	34536.000000	35829.000000	1293.000000
task44	12864.000000	13074.000000	14407.000000	1333.000000
task45	13162.000000	30213.000000	31869.000000	1656.000000
task46	13469.000000	35886.000000	36972.000000	1086.000000
task47	13763.000000	36972.000000	38234.000000	1262.000000
task48	14067.000000	38916.000000	40278.000000	1362.000000
task49	14356.000000	14407.000000	15198.000000	791.000000
task50	14666.000000	40278.000000	41900.000000	1622.000000
task51	14978.000000	42193.000000	43778.000000	1585.000000
task52	15303.000000	31008.000000	31951.000000	943.000000
task53	15596.000000	17084.000000	17942.000000	858.000000
task54	15901.000000	43778.000000	44896.000000	1118.000000
task55	16223.000000	44896.000000	46006.000000	1110.000000
task56	16539.000000	46006.000000	47627.000000	1621.000000
task57	16841.000000	19838.000000	20515.000000	677.000000
task58	17141.000000	40278.000000	41570.000000	1292.000000
task59	17441.000000	47627.000000	48376.000000	749.000000
task60	17750.000000	48376.000000	49991.000000	1615.000000
task61	18070.000000	49991.000000	50731.000000	740.000000
task62	18365.000000	50881.000000	52253.000000	1372.000000
task63	18659.000000	52253.000000	53500.000000	1247.000000
task64	18948.000000	53500.000000	54479.000000	979.000000
task65	19265.000000	54919.000000	55557.000000	638.000000
task66	19547.000000	20515.000000	21855.000000	1340.000000
task67	19840.000000	55557.000000	56237.000000	680.000000
task68	20148.000000	25192.000000	25932.000000	740.000000
task69	20411.000000	56237.000000	57916.000000	1679.000000
task70	20708.000000	57916.000000	59043.000000	1127.000000
task71	21000.000000	59043.000000	60026.000000	983.000000
task72	21294.000000	60026.000000	60991.000000	965.000000
task73	21597.000000	60991.000000	62331.000000	1340.000000
task74	21906.000000	62331.000000	64069.000000	1738.000000
task75	22203.000000	64069.000000	65449.000000	1380.000000
task76	22525.000000	52253.000000	53696.000000	1443.000000
task77	22817.000000	49991.000000	50881.000000	890.000000
task78	23141.000000	65449.000000	66290.000000	841.000000
task79	23426.000000	66290.000000	67846.000000	1556.000000
task80	23739.000000	67846.000000	69356.000000	1510.000000
task81	24013.000000	31951.000000	33675.000000	1724.000000
task82	24343.000000	69356.000000	70090.000000	734.000000
task83	24645.000000	33675.000000	35071.000000	1396.000000
task84	24938.000000	53696.000000	54919.000000	1223.000000
task85	25240.000000	70090.000000	71596.000000	1506.000000
task86	25543.000000	71596.000000	72953.000000	1357.000000
task87	25820.000000	25932.000000	26533.000000	601.000000
task88	26102.000000	72953.000000	74743.000000	1790.000000
task89	26402.000000	74743.000000	75651.000000	908.000000
task90	26696.000000	26696.000000	27561.000000	865.000000
task91	26987.000000	75651.000000	77295.000000	1644.000000
task92	27290.000000	75651.000000	76915.000000	1264.000000
task93	27598.000000	27598.000000	29208.000000	1610.000000
task94	27883.000000	77295.000000	78801.000000	1506.000000
task95	28202.000000	35071.000000	35886.000000	815.000000
task96	28505.000000	41570.000000	42193.000000	623.000000
task97	28801.000000	36972.000000	37901.000000	929.000000
task98	29093.000000	37901.000000	38916.000000	1015.000000
task99	29399.000000	42193.000000	43134.000000	941.000000
task100	29688.000000	78801.000000	80392.000000	1591.000000
