task1	0.000000	0.000000	1288.072796	1288.072796	
task2	282.000000	282.000000	1844.387725	1562.387725	
task3	580.000000	1844.387725	2560.993478	716.605753	
task5	1159.000000	2560.993478	3569.260076	1008.266598	
task4	862.000000	2560.993478	3804.066273	1243.072796	
task8	2007.000000	3569.260076	4776.550900	1207.290824	
task6	1439.000000	4776.550900	5773.156652	996.605753	
task7	1739.000000	5773.156652	6571.423251	798.266598	
task17	4679.000000	6571.423251	7685.150130	1113.726879	
task9	2326.000000	6571.423251	7710.786750	1139.363500	
task11	2890.000000	6571.423251	7854.592948	1283.169697	
task10	2600.000000	7710.786750	8578.295602	867.508852	
task14	3793.000000	7854.592948	8707.198701	852.605753	
task12	3182.000000	8578.295602	9769.780228	1191.484626	
task19	5280.000000	8707.198701	9796.804453	1089.605753	
task18	4965.000000	8578.295602	10264.659102	1686.363500	
task24	6821.000000	9796.804453	11005.337530	1208.533077	
task31	8962.000000	10264.659102	11218.143728	953.484626	
task13	3473.000000	9769.780228	11307.167953	1537.387725	
task38	11072.000000	11218.143728	12081.628354	863.484626	
task36	10460.000000	11005.337530	12283.822157	1278.484626	
task15	4089.000000	11307.167953	12948.015959	1640.848006	
task40	11680.000000	12283.822157	13079.549036	795.726879	
task16	4397.000000	12948.015959	13766.500585	818.484626	
task44	12864.000000	13079.549036	14412.597606	1333.048570	
task20	5561.000000	13766.500585	14633.912536	867.411950	
task49	14356.000000	14412.597606	15203.961106	791.363500	
task23	6505.000000	14633.912536	15289.276035	655.363500	
task25	7135.000000	15289.276035	16385.881788	1096.605753	
task21	5881.000000	14633.912536	16402.639415	1768.726879	
task30	8671.000000	16385.881788	17091.390639	705.508852	
task53	15596.000000	17091.390639	17949.657238	858.266598	
task22	6198.000000	17091.390639	18336.681463	1245.290824	
task26	7411.000000	18336.681463	19845.923836	1509.242373	
task57	16841.000000	19845.923836	20523.529589	677.605753	
task27	7691.000000	19845.923836	21173.093533	1327.169697	
task66	19547.000000	20523.529589	21863.578159	1340.048570	
task28	8023.000000	21173.093533	22622.360131	1449.266598	
task29	8343.000000	22622.360131	24325.602504	1703.242373	
task32	9213.000000	24325.602504	25200.675300	875.072796	
task68	20148.000000	25200.675300	25941.159926	740.484626	
task33	9520.000000	25200.675300	26155.941899	955.266598	
task87	25820.000000	25941.159926	26542.668778	601.508852	
task90	26696.000000	26696.000000	27561.605753	865.605753	
task34	9849.000000	26542.668778	28161.395657	1618.726879	
task93	27598.000000	27598.000000	29208.484626	1610.484626	
task35	10172.000000	28161.395657	29234.904509	1073.508852	
task37	10772.000000	29234.904509	30224.074206	989.169697	
task39	11369.000000	29234.904509	31019.873641	1784.969133	
task45	13162.000000	30224.074206	31880.243903	1656.169697	
task52	15303.000000	31019.873641	31963.237141	943.363500	
task41	11962.000000	31963.237141	33043.285712	1080.048570	
task81	24013.000000	31963.237141	33687.479514	1724.242373	
task42	12263.000000	33043.285712	34548.455409	1505.169697	
task83	24645.000000	33687.479514	35083.988366	1396.508852	
task43	12567.000000	34548.455409	35841.552430	1293.097021	
task95	28202.000000	35083.988366	35899.836372	815.848006	
task46	13469.000000	35899.836372	36986.805504	1086.969133	
task97	28801.000000	36986.805504	37916.096328	929.290824	
task47	13763.000000	36986.805504	38249.217454	1262.411950	
task98	29093.000000	37916.096328	38931.605179	1015.508852	
task48	14067.000000	38931.605179	40293.847552	1362.242373	
task58	17141.000000	40293.847552	41586.695558	1292.848006	
task50	14666.000000	40293.847552	41916.574432	1622.726879	
task96	28505.000000	41586.695558	42209.768354	623.072796	
task99	29399.000000	42209.768354	43151.252980	941.484626	
task51	14978.000000	42209.768354	43795.156079	1585.387725	
task54	15901.000000	43795.156079	44913.640705	1118.484626	
task55	16223.000000	44913.640705	46023.786177	1110.145472	
task56	16539.000000	46023.786177	47645.052775	1621.266598	
task59	17441.000000	47645.052775	48394.658528	749.605753	
task60	17750.000000	48394.658528	50010.143154	1615.484626	
task61	18070.000000	50010.143154	50750.870034	740.726879	
task77	22817.000000	50010.143154	50900.748907	890.605753	
task62	18365.000000	50900.748907	52272.918604	1372.169697	
task63	18659.000000	52272.918604	53520.403230	1247.484626	
task76	22525.000000	52272.918604	53716.524357	1443.605753	
task64	18948.000000	53520.403230	54499.694054	979.290824	
task84	24938.000000	53716.524357	54940.008983	1223.484626	
task65	19265.000000	54940.008983	55578.299807	638.290824	
task67	19840.000000	55578.299807	56259.026686	680.726879	
task69	20411.000000	56259.026686	57938.874692	1679.848006	
task70	20708.000000	57938.874692	59066.286642	1127.411950	
task71	21000.000000	59066.286642	60050.134648	983.848006	
task72	21294.000000	60050.134648	61015.498148	965.363500	
task73	21597.000000	61015.498148	62355.861648	1340.363500	
task74	21906.000000	62355.861648	64094.709654	1738.848006	
task75	22203.000000	64094.709654	65475.242730	1380.533077	
task78	23141.000000	65475.242730	66316.485103	841.242373	
task79	23426.000000	66316.485103	67872.775927	1556.290824	
task80	23739.000000	67872.775927	69383.502807	1510.726879	
task82	24343.000000	69383.502807	70117.672504	734.169697	
task85	25240.000000	70117.672504	71624.036003	1506.363500	
task86	25543.000000	71624.036003	72981.181475	1357.145472	
task88	26102.000000	72981.181475	74771.472299	1790.290824	
task89	26402.000000	74771.472299	75679.569320	908.097021	
task92	27290.000000	75679.569320	76944.053946	1264.484626	
task91	26987.000000	75679.569320	77324.296199	1644.726879	
task94	27883.000000	77324.296199	78830.901952	1506.605753	
task100	29688.000000	78830.901952	80422.507705	1591.605753	
end	29698.000000	80422.507705	80422.507705	0.000000	
