task1	0.000000	0.000000	697.072796	697.072796	
task2	309.000000	309.000000	1629.508852	1320.508852	
task3	634.000000	1629.508852	2345.896576	716.387725	
task4	934.000000	2345.896576	3537.502329	1191.605753	
task5	1232.000000	2345.896576	3641.744582	1295.848006	
task7	1804.000000	3641.744582	4883.817378	1242.072796	
task6	1515.000000	3537.502329	5302.011181	1764.508852	
task17	4840.000000	4883.817378	6176.544258	1292.726879	
task11	3034.000000	4883.817378	6336.987075	1453.169697	
task8	2101.000000	5302.011181	6722.495807	1420.484626	
task18	5187.000000	6336.987075	7081.156772	744.169697	
task21	6096.000000	7081.156772	7681.883652	600.726879	
task9	2410.000000	6722.495807	8220.464940	1497.969133	
task26	7626.000000	7681.883652	9066.247151	1384.363500	
task10	2735.000000	8220.464940	9563.973791	1343.508852	
task31	9129.000000	9563.973791	10164.821797	600.848006	
task12	3345.000000	9066.247151	10412.416848	1346.169697	
task33	9700.000000	10412.416848	11340.143728	927.726879	
task13	3666.000000	10412.416848	11974.925700	1562.508852	
task14	3915.000000	11974.925700	13024.458777	1049.533077	
task41	12092.000000	12092.000000	13537.411950	1445.411950	
task16	4538.000000	13024.458777	13922.846502	898.387725	
task15	4225.000000	13024.458777	14618.306783	1593.848006	
task19	5501.000000	13922.846502	14856.113100	933.266598	
task32	9411.000000	14618.306783	15769.597606	1151.290824	
task44	13058.000000	14856.113100	15818.500825	962.387725	
task20	5800.000000	15818.500825	16771.469957	952.969133	
task34	9993.000000	16771.469957	18057.542753	1286.072796	
task22	6437.000000	16771.469957	18295.075710	1523.605753	
task23	6757.000000	18295.075710	19342.148506	1047.072796	
task37	10899.000000	18057.542753	19721.930478	1664.387725	
task48	14218.000000	19721.930478	20675.197076	953.266598	
task24	7040.000000	19721.930478	21503.318203	1781.387725	
task43	12759.000000	21503.318203	22490.730153	987.411950	
task25	7339.000000	21503.318203	22557.166209	1053.848006	
task27	7939.000000	22557.166209	23597.432807	1040.266598	
task49	14531.000000	22490.730153	23689.335906	1198.605753	
task28	8227.000000	23689.335906	25437.941659	1748.605753	
task75	22277.000000	25437.941659	26203.208257	765.266598	
task29	8529.000000	25437.941659	26695.353609	1257.411950	
task30	8844.000000	26695.353609	27719.765559	1024.411950	
task35	10272.000000	27719.765559	28677.492439	957.726879	
task96	28529.000000	28677.492439	29347.589460	670.097021	
task36	10589.000000	28677.492439	29767.783262	1090.290824	
task99	29377.000000	29377.000000	30604.145472	1227.145472	
task38	11165.000000	29767.783262	31191.267889	1423.484626	
task53	15704.000000	29767.783262	31324.389015	1556.605753	
task55	16315.000000	30604.145472	31592.436295	988.290824	
task85	25241.000000	31592.436295	32337.042048	744.605753	
task39	11477.000000	31324.389015	32394.358148	1069.969133	
task87	25816.000000	32337.042048	34013.429773	1676.387725	
task40	11793.000000	32394.358148	34105.527845	1711.169697	
task42	12403.000000	34105.527845	35398.624866	1293.097021	
task97	28828.000000	34105.527845	35511.254724	1405.726879	
task47	13953.000000	35511.254724	36430.400196	919.145472	
task45	13356.000000	35398.624866	36919.012591	1520.387725	
task73	21689.000000	36430.400196	37194.545668	764.145472	
task46	13636.000000	37194.545668	38933.151421	1738.605753	
task50	14827.000000	38933.151421	40064.248442	1131.097021	
task59	17556.000000	40064.248442	41432.975321	1368.726879	
task51	15099.000000	40064.248442	41781.393913	1717.145472	
task60	17852.000000	41432.975321	42298.484173	865.508852	
task74	21965.000000	41781.393913	42888.757413	1107.363500	
task52	15411.000000	42888.757413	44011.605419	1122.848006	
task100	29687.000000	44011.605419	44997.750891	986.145472	
task54	16015.000000	44011.605419	45281.574552	1269.969133	
task58	17240.000000	45281.574552	46329.962276	1048.387725	
task56	16634.000000	45281.574552	46985.647347	1704.072796	
task95	28229.000000	46329.962276	47132.689156	802.726879	
task57	16937.000000	47132.689156	48278.955754	1146.266598	
task61	18123.000000	48278.955754	49694.101226	1415.145472	
task78	23187.000000	49694.101226	50891.174022	1197.072796	
task62	18430.000000	49694.101226	51397.198247	1703.097021	
task88	26109.000000	50891.174022	52447.537521	1556.363500	
task63	18725.000000	52447.537521	53297.143274	849.605753	
task64	19030.000000	53297.143274	54428.555224	1131.411950	
task65	19298.000000	54428.555224	55126.064076	697.508852	
task66	19636.000000	55126.064076	56849.548702	1723.484626	
task67	19934.000000	56849.548702	58021.081779	1171.533077	
task68	20217.000000	58021.081779	59499.493729	1478.411950	
task69	20524.000000	59499.493729	60160.784553	661.290824	
task70	20822.000000	60160.784553	61502.390306	1341.605753	
task71	21124.000000	61502.390306	62983.996058	1481.605753	
task72	21416.000000	62983.996058	63921.262657	937.266598	
task76	22576.000000	63921.262657	65113.868410	1192.605753	
task77	22866.000000	65113.868410	65949.231909	835.363500	
task98	29104.000000	65949.231909	66575.643859	626.411950	
task79	23505.000000	65949.231909	66729.522733	780.290824	
task80	23783.000000	66729.522733	67426.692430	697.169697	
task81	24078.000000	67426.692430	68779.983253	1353.290824	
task82	24368.000000	68779.983253	69854.952386	1074.969133	
task83	24660.000000	69854.952386	70727.122083	872.169697	
task84	24961.000000	70727.122083	71533.848963	806.726879	
task86	25521.000000	71533.848963	72581.357814	1047.508852	
task89	26398.000000	72581.357814	73738.205820	1156.848006	
task90	26697.000000	73738.205820	75225.375517	1487.169697	
task91	27003.000000	75225.375517	76812.666341	1587.290824	
task92	27293.000000	76812.666341	77524.393220	711.726879	
task93	27597.000000	77524.393220	78403.998973	879.605753	
task94	27913.000000	78403.998973	79472.846979	1068.848006	
end	29697.000000	79472.846979	79472.846979	0.000000	
