# Simbatch result for 4_comm.out
task1	0.000000	0.000000	780.145472	780.145472
task2	318.000000	780.145472	2151.557422	1371.411950
task3	600.000000	2151.557422	2764.405428	612.848006
task4	930.000000	2764.405428	3633.132307	868.726879
task5	1211.000000	3633.132307	5032.738060	1399.605753
task6	1508.000000	5040.859187	6661.343813	1620.484626
task7	1791.000000	7126.581647	8740.969372	1614.387725
task8	2086.000000	8740.969372	9553.066393	812.097021
task9	2390.000000	9553.066393	11205.672146	1652.605753
task10	2706.000000	3633.132307	5040.859187	1407.726879
task11	3017.000000	11312.236090	12080.308886	768.072796
task12	3336.000000	12080.308886	12746.551259	666.242373
task13	3645.000000	12746.551259	14369.793632	1623.242373
task14	3937.000000	14369.793632	15814.399385	1444.605753
task15	4236.000000	9553.066393	11312.236090	1759.169697
task16	4523.000000	15814.399385	16961.884011	1147.484626
task17	4846.000000	18390.981032	19258.053828	867.072796
task18	5167.000000	5167.000000	6393.411950	1226.411950
task19	5460.000000	19258.053828	20105.538454	847.484626
task20	5740.000000	20105.538454	21482.683926	1377.145472
task21	6026.000000	6393.411950	7126.581647	733.169697
task22	6346.000000	15814.399385	16954.496406	1140.097021
task23	6671.000000	20105.538454	21627.829278	1522.290824
task24	6945.000000	21482.683926	22607.829398	1125.145472
task25	7226.000000	22833.853623	24421.999095	1588.145472
task26	7519.000000	24421.999095	26210.289918	1788.290824
task27	7803.000000	16954.496406	17557.102159	602.605753
task28	8106.000000	26210.289918	27186.016798	975.726879
task29	8391.000000	27871.549875	29472.937599	1601.387725
task30	8691.000000	29472.937599	30161.034621	688.097021
task31	8977.000000	30934.034621	32279.446571	1345.411950
task32	9259.000000	24421.999095	25812.386820	1390.387725
task33	9557.000000	16954.496406	18390.981032	1436.484626
task34	9904.000000	32279.446571	33476.834296	1197.387725
task35	10218.000000	33476.834296	35021.682302	1544.848006
task36	10508.000000	35774.603104	36838.675899	1064.072796
task37	10791.000000	36838.675899	38114.942498	1276.266598
task38	11074.000000	27186.016798	27871.549875	685.533077
task39	11363.000000	33854.464274	34905.997351	1051.533077
task40	11680.000000	29472.937599	30934.034621	1461.097021
task41	11979.000000	38114.942498	39602.427124	1487.484626
task42	12259.000000	39602.427124	40484.475694	882.048570
task43	12561.000000	40484.475694	42199.645391	1715.169697
task44	12880.000000	42199.645391	43114.372271	914.726879
task45	13194.000000	16961.884011	17605.053708	643.169697
task46	13470.000000	43114.372271	44347.856897	1233.484626
task47	13784.000000	30161.034621	30761.640373	600.605753
task48	14116.000000	44347.856897	45775.026594	1427.169697
task49	14434.000000	45775.026594	46863.172066	1088.145472
task50	14736.000000	21627.829278	23345.095876	1717.266598
task51	15054.000000	21482.683926	22833.853623	1351.169697
task52	15362.000000	46863.172066	47549.777818	686.605753
task53	15645.000000	26469.525529	27078.937480	609.411950
task54	15933.000000	23345.095876	24513.459376	1168.363500
task55	16274.000000	47549.777818	49211.165543	1661.387725
task56	16626.000000	27078.937480	27728.986050	650.048570
task57	16950.000000	21482.683926	22761.410805	1278.726879
task58	17230.000000	49211.165543	49958.407916	747.242373
task59	17514.000000	49958.407916	51498.134796	1539.726879
task60	17817.000000	51498.134796	52829.643647	1331.508852
task61	18099.000000	52829.643647	53664.055598	834.411950
task62	18366.000000	53664.055598	54978.782477	1314.726879
task63	18671.000000	38114.942498	39780.451349	1665.508852
task64	19004.000000	54978.782477	55879.291328	900.508852
task65	19289.000000	55879.291328	57103.703279	1224.411950
task66	19588.000000	57103.703279	58381.848750	1278.145472
task67	19896.000000	58381.848750	59365.921546	984.072796
task68	20181.000000	34905.997351	35774.603104	868.605753
task69	20470.000000	24513.459376	25750.556397	1237.097021
task70	20783.000000	59365.921546	60512.333496	1146.411950
task71	21069.000000	60512.333496	61907.866573	1395.533077
task72	21335.000000	25750.556397	26469.525529	718.969133
task73	21664.000000	61907.866573	62941.254298	1033.387725
task74	21938.000000	62941.254298	63551.860051	610.605753
task75	22236.000000	63551.860051	65098.393128	1546.533077
task76	22549.000000	65098.393128	66175.659726	1077.266598
task77	22857.000000	30934.034621	31961.543472	1027.508852
task78	23141.000000	66175.659726	66883.192803	707.533077
task79	23455.000000	66883.192803	68620.161936	1736.969133
task80	23772.000000	68620.161936	69258.573886	638.411950
task81	24087.000000	69258.573886	70989.300765	1730.726879
task82	24404.000000	32279.446571	33215.979648	936.533077
task83	24725.000000	39780.451349	40937.420482	1156.969133
task84	25010.000000	40937.420482	41954.808207	1017.387725
task85	25280.000000	70989.300765	72505.567364	1516.266598
task86	25578.000000	40937.420482	42610.832432	1673.411950
task87	25912.000000	72505.567364	74038.294243	1532.726879
task88	26231.000000	74038.294243	75781.021122	1742.726879
task89	26540.000000	75781.021122	77446.069693	1665.048570
task90	26814.000000	45775.026594	47150.874600	1375.848006
task91	27122.000000	77446.069693	78395.554319	949.484626
task92	27393.000000	31245.107297	32267.834176	1022.726879
task93	27695.000000	47549.777818	49296.262445	1746.484626
task94	27997.000000	78395.554319	79492.724016	1097.169697
task95	28298.000000	79492.724016	80624.208642	1131.484626
task96	28570.000000	33215.979648	33854.464274	638.484626
task97	28859.000000	80624.208642	81365.741719	741.533077
task98	29145.000000	29472.937599	31245.107297	1772.169697
task99	29469.000000	81365.741719	82889.032543	1523.290824
task100	29785.000000	82889.032543	84569.202240	1680.169697
